#seq_name	length	coverage
contig_3333	2192	1
contig_3334	2191	1
contig_3335	2190	1
contig_3336	2188	1
contig_3337	2186	1
contig_3338	2184	1
contig_3339	2181	1
contig_334	1665	1
contig_3340	2179	1
contig_3341	2156	1
contig_3342	2153	1
contig_3343	2147	1
contig_3344	2139	1
contig_3345	2131	1
contig_3346	2126	1
contig_3347	2125	1
contig_3348	2125	1
contig_3349	2109	1
contig_335	73595	1
contig_3350	2101	1
contig_3351	2168	1
contig_3352	2081	1
contig_3353	2079	1
contig_3354	2072	4
contig_3355	2072	1
contig_3356	2054	1
contig_3357	2052	1
contig_3358	2048	1
contig_3359	2044	1
contig_336	72965	1
contig_3360	2040	1
contig_3361	2037	1
contig_3362	2027	1
contig_3363	2021	1
contig_3364	2018	1
contig_3365	2016	1
contig_3366	2009	1
contig_3367	1764	4
contig_3368	1758	4
contig_3369	1280	4
contig_337	72885	1
contig_3370	9752	1
contig_3371	63845	1
contig_3372	43912	1
contig_3373	58674	1
contig_3374	44238	2
contig_3375	32938	1
contig_3376	27883	1
contig_3377	36933	2
contig_3378	2455	2
contig_3379	28477	1
contig_338	60877	1
contig_3380	12810	1
contig_3381	27386	1
contig_3382	7832	2
contig_3383	5794	1
contig_3384	6882	3
contig_3385	3970	1
contig_3386	3036	2
contig_3387	3515	1
contig_3388	55556	1
contig_3389	30998	1
contig_339	29828	1
contig_3390	23369	2
contig_3391	14069	1
contig_3392	8053	2
contig_3393	100144	1
contig_3394	184957	1
contig_3396	732	1
contig_3398	163312	1
contig_3399	54397	1
contig_34	8091	1
contig_340	4019	1
contig_3400	193809	1
contig_3401	3328	1
contig_3403	123567	1
contig_3404	6171	1
contig_3405	124925	1
contig_3406	107965	1
contig_3407	36452	1
contig_3408	154223	1
contig_3409	102299	1
contig_341	1355	2
contig_3410	98486	2
contig_3411	123890	1
contig_3412	111496	1
contig_3413	8389	1
contig_3414	18921	1
contig_3416	89432	1
contig_3417	22783	1
contig_3418	93968	1
contig_3419	88843	1
contig_342	10372	5
contig_3421	87678	1
contig_3422	4798	1
contig_3423	81520	1
contig_3424	72940	1
contig_3425	1622	6
contig_3426	82948	2
contig_3427	75147	1
contig_3428	13032	1
contig_3429	3715	1
contig_343	26410	1
contig_3430	93214	1
contig_3431	75736	1
contig_3432	3460	1
contig_3433	118613	1
contig_3434	56092	2
contig_3435	38212	1
contig_3436	40097	2
contig_3437	88966	1
contig_3438	73407	1
contig_3439	80763	1
contig_344	2882	1
contig_3440	72390	1
contig_3441	14793	1
contig_3442	69486	1
contig_3443	76431	1
contig_3444	77369	1
contig_3445	83454	1
contig_3446	74615	1
contig_3447	79752	1
contig_3448	68193	1
contig_3449	77952	1
contig_345	43075	1
contig_3450	14183	1
contig_3451	67838	1
contig_3452	85281	1
contig_3453	84961	1
contig_3454	64582	1
contig_3455	25576	1
contig_3458	59876	1
contig_346	3183	1
contig_3460	8170	1
contig_3461	4797	1
contig_3462	76168	1
contig_3463	8747	2
contig_3464	36622	1
contig_3465	67144	1
contig_3466	11992	2
contig_3468	55000	1
contig_3469	61677	1
contig_347	3523	1
contig_3470	59609	2
contig_3471	4877	2
contig_3472	103858	1
contig_3473	54487	1
contig_3474	3389	1
contig_3475	12245	1
contig_3476	66409	1
contig_3477	66860	1
contig_3478	62474	1
contig_3479	31441	1
contig_348	6522	1
contig_3480	27903	1
contig_3481	9608	1
contig_3482	30740	1
contig_3483	57119	1
contig_3484	52168	1
contig_3486	76898	1
contig_3487	61790	1
contig_3488	90155	1
contig_3489	51366	1
contig_349	72569	1
contig_3490	63599	1
contig_3491	71641	1
contig_3492	59115	1
contig_3493	54818	2
contig_3494	48245	1
contig_3495	50224	1
contig_3496	60987	1
contig_3497	55469	1
contig_3498	61704	1
contig_3499	65627	1
contig_35	7253	1
contig_350	72409	1
contig_3500	39354	1
contig_3501	47808	1
contig_3502	57806	1
contig_3503	24243	1
contig_3504	5285	1
contig_3506	54776	1
contig_3508	71484	1
contig_3509	51668	1
contig_351	72305	1
contig_3510	48363	1
contig_3511	46211	1
contig_3512	42989	2
contig_3513	9723	1
contig_3514	19012	1
contig_3515	43894	1
contig_3516	59976	1
contig_3517	80551	1
contig_3518	47476	2
contig_3519	69108	2
contig_352	77529	1
contig_3520	65149	1
contig_3521	26531	1
contig_3522	63328	1
contig_3523	47173	1
contig_3525	3147	1
contig_3526	26101	1
contig_3529	8976	2
contig_353	1166	1
contig_3530	60102	1
contig_3531	5554	1
contig_3532	63513	1
contig_3534	2800	2
contig_3535	60061	1
contig_3536	52238	1
contig_3537	41102	1
contig_3538	39716	1
contig_3539	31255	1
contig_354	72031	1
contig_3540	15945	2
contig_3541	48121	1
contig_3542	35198	1
contig_3543	44971	1
contig_3544	40688	1
contig_3545	39385	1
contig_3546	43847	1
contig_3547	40406	1
contig_3549	12776	1
contig_355	71877	1
contig_3550	42240	1
contig_3551	46072	1
contig_3552	52805	1
contig_3553	59369	1
contig_3554	15300	3
contig_3555	25148	1
contig_3556	55952	1
contig_3557	41067	1
contig_3558	56116	1
contig_3559	53804	1
contig_356	71134	1
contig_3560	38689	1
contig_3561	40915	1
contig_3563	42562	1
contig_3564	34811	1
contig_3565	49415	1
contig_3566	34701	1
contig_3567	57788	1
contig_3568	34479	1
contig_3569	36118	1
contig_357	71040	1
contig_3570	59021	1
contig_3571	7299	1
contig_3572	39905	1
contig_3573	37306	1
contig_3574	21637	1
contig_3575	8783	1
contig_3576	23635	1
contig_3577	56544	1
contig_3578	45744	1
contig_3579	45396	1
contig_358	70221	1
contig_3580	40305	1
contig_3581	32717	1
contig_3582	39210	2
contig_3583	32196	2
contig_3584	33669	2
contig_3585	47032	1
contig_3586	34423	1
contig_3588	47470	1
contig_359	69982	1
contig_3591	32052	1
contig_3592	37706	1
contig_3593	35073	2
contig_3594	47717	1
contig_3595	51953	1
contig_3596	43195	1
contig_3597	40305	1
contig_3598	32757	1
contig_3599	33515	2
contig_36	15439	1
contig_360	69167	1
contig_3600	30431	1
contig_3601	29416	2
contig_3602	2369	1
contig_3603	38482	1
contig_3604	28900	1
contig_3605	35558	1
contig_3606	9910	1
contig_3607	28661	2
contig_3608	28298	1
contig_3609	7847	1
contig_361	68921	1
contig_3610	31993	1
contig_3611	58228	1
contig_3612	26992	2
contig_3613	18177	1
contig_3614	4377	0
contig_3615	54164	1
contig_3616	32562	1
contig_3617	27316	1
contig_3618	28682	1
contig_3619	27207	1
contig_362	67066	1
contig_3620	29893	1
contig_3621	29073	1
contig_3622	27745	1
contig_3623	5467	1
contig_3624	26320	1
contig_3625	16756	1
contig_3626	29749	1
contig_3627	30044	3
contig_3628	3404	1
contig_3629	15803	2
contig_363	67043	1
contig_3630	12770	3
contig_3631	13140	2
contig_3632	31032	1
contig_3633	28727	1
contig_3634	41398	1
contig_3635	29659	1
contig_3636	3380	1
contig_3637	24717	1
contig_3638	25398	1
contig_3639	29613	1
contig_364	66926	1
contig_3640	32896	2
contig_3641	25212	1
contig_3642	2952	1
contig_3643	36640	1
contig_3645	24794	1
contig_3646	24771	1
contig_3647	33640	1
contig_3648	25691	1
contig_3649	26674	1
contig_365	20953	1
contig_3650	31026	2
contig_3651	28697	1
contig_3652	29806	1
contig_3653	25313	1
contig_3654	30466	1
contig_3655	23912	1
contig_3656	33011	1
contig_3657	35720	1
contig_3658	5862	1
contig_3659	32198	1
contig_366	10504	1
contig_3660	28824	1
contig_3661	29521	1
contig_3662	24407	1
contig_3663	24896	1
contig_3664	37291	1
contig_3665	39215	1
contig_3666	25586	1
contig_3667	22110	1
contig_3668	1993	1
contig_3669	29680	1
contig_367	30576	1
contig_3670	21750	1
contig_3671	24664	3
contig_3672	23661	1
contig_3674	7472	2
contig_3675	32946	1
contig_3676	20347	2
contig_3677	22399	1
contig_3678	35736	1
contig_3679	29131	1
contig_3680	23925	1
contig_3681	20963	1
contig_3682	22287	1
contig_3683	27995	1
contig_3684	25123	1
contig_3685	8567	1
contig_3686	11959	1
contig_3687	20652	1
contig_3688	35494	1
contig_3689	24208	1
contig_3690	20496	1
contig_3691	29095	1
contig_3692	30578	1
contig_3693	23183	1
contig_3694	24036	1
contig_3695	5863	1
contig_3696	5258	1
contig_3697	23814	1
contig_3698	22756	1
contig_3699	8850	1
contig_37	4042	2
contig_370	2243	1
contig_3700	19649	1
contig_3701	19597	1
contig_3702	21090	1
contig_3703	22160	1
contig_3704	19531	1
contig_3705	11808	1
contig_3706	28202	1
contig_3707	19122	1
contig_3708	29570	1
contig_3709	18876	1
contig_371	34719	1
contig_3710	26701	1
contig_3711	5958	1
contig_3712	9862	2
contig_3713	3657	1
contig_3714	28559	1
contig_3715	29722	1
contig_3716	30420	1
contig_3717	24618	1
contig_3718	21082	1
contig_3719	21506	1
contig_372	1302	1
contig_3720	39095	1
contig_3721	8606	1
contig_3722	23327	1
contig_3723	19923	2
contig_3724	24582	1
contig_3726	17918	1
contig_3727	28586	1
contig_3728	23555	1
contig_3729	20599	1
contig_373	65249	1
contig_3730	27117	1
contig_3731	27669	1
contig_3732	18451	1
contig_3733	28840	1
contig_3734	17234	1
contig_3735	17256	1
contig_3736	17213	1
contig_3737	19459	1
contig_3738	16955	3
contig_3739	11036	1
contig_374	65057	1
contig_3740	16909	1
contig_3741	20259	1
contig_3742	3561	1
contig_3743	17656	2
contig_3744	24205	1
contig_3745	16451	1
contig_3746	18787	1
contig_3747	23019	1
contig_3748	28310	1
contig_375	63910	1
contig_3750	19090	1
contig_3751	16185	1
contig_3752	17490	1
contig_3753	26655	1
contig_3754	18709	2
contig_3755	18642	1
contig_3756	15944	1
contig_3757	10219	1
contig_3758	19742	1
contig_3759	24726	1
contig_376	4358	1
contig_3760	23528	1
contig_3761	10190	1
contig_3762	5294	1
contig_3763	9668	1
contig_3764	17652	1
contig_3765	2579	1
contig_3766	20775	1
contig_3767	16853	1
contig_3768	8750	1
contig_3769	6525	1
contig_377	63461	1
contig_3770	18277	1
contig_3771	19155	1
contig_3772	22177	1
contig_3773	19587	1
contig_3774	19327	1
contig_3775	15067	1
contig_3776	15023	1
contig_3777	17601	2
contig_3778	10938	1
contig_3779	7732	1
contig_378	2173	1
contig_3780	23890	1
contig_3781	19545	2
contig_3782	14703	1
contig_3783	12853	1
contig_3784	17560	1
contig_3785	15942	1
contig_3786	17340	1
contig_3787	3072	2
contig_3788	21615	1
contig_3789	12673	1
contig_379	63259	1
contig_3790	7914	1
contig_3791	5432	2
contig_3792	13722	1
contig_3793	13660	1
contig_3794	25816	1
contig_3795	10535	1
contig_3796	13556	1
contig_3797	13502	1
contig_3798	16094	1
contig_3799	13340	1
contig_38	5048	1
contig_380	122640	1
contig_3800	19471	1
contig_3801	20414	1
contig_3802	9069	2
contig_3803	13898	1
contig_3804	12936	1
contig_3805	12865	1
contig_3806	12185	1
contig_3807	15953	1
contig_3808	14942	1
contig_3809	17653	1
contig_381	7602	1
contig_3810	10268	1
contig_3811	13166	1
contig_3812	14332	1
contig_3813	12247	1
contig_3814	14064	1
contig_3815	14435	1
contig_3816	16187	1
contig_3817	21110	1
contig_3818	16951	1
contig_3819	13301	1
contig_382	3320	1
contig_3820	4211	1
contig_3821	6121	1
contig_3822	11670	1
contig_3823	17427	1
contig_3824	14235	1
contig_3825	19719	1
contig_3826	11513	1
contig_3827	14512	1
contig_3828	10070	1
contig_3829	9943	1
contig_383	62085	1
contig_3830	14385	1
contig_3831	11333	1
contig_3832	14805	1
contig_3833	22072	1
contig_3834	11139	1
contig_3835	11058	1
contig_3836	12803	1
contig_3837	8858	1
contig_3838	16398	1
contig_3839	12380	2
contig_384	9219	1
contig_3840	12158	1
contig_3841	6459	1
contig_3842	6328	1
contig_3843	15897	1
contig_3844	8274	1
contig_3845	2512	2
contig_3846	14520	1
contig_3847	9065	1
contig_3848	13496	1
contig_3849	16397	1
contig_385	8300	1
contig_3850	10284	1
contig_3851	10572	1
contig_3852	3819	1
contig_3853	2695	1
contig_3854	11520	1
contig_3855	10347	1
contig_3856	16851	1
contig_3857	18655	1
contig_3858	12688	1
contig_3859	3562	1
contig_386	60966	1
contig_3860	7885	2
contig_3861	13682	1
contig_3862	10221	1
contig_3863	11695	1
contig_3864	12549	1
contig_3865	12196	2
contig_3866	9065	1
contig_3867	18557	1
contig_3868	12430	1
contig_3869	9968	1
contig_387	60965	1
contig_3870	16829	1
contig_3871	11502	2
contig_3872	13762	1
contig_3873	9530	1
contig_3874	4571	1
contig_3875	2359	1
contig_3876	13793	1
contig_3877	8984	1
contig_3878	13125	1
contig_3879	9592	1
contig_388	3226	1
contig_3880	11264	2
contig_3881	12613	1
contig_3882	10943	3
contig_3883	9492	1
contig_3884	11097	1
contig_3885	8123	1
contig_3886	16124	1
contig_3887	11252	1
contig_3888	9047	1
contig_3889	2683	1
contig_389	1268	2
contig_3890	17129	1
contig_3891	15978	1
contig_3892	11603	1
contig_3893	12878	1
contig_3894	10436	1
contig_3895	10358	1
contig_3896	8921	2
contig_3897	11281	1
contig_3898	8834	1
contig_3899	10852	1
contig_39	14875	1
contig_390	2329	1
contig_3900	10195	1
contig_3901	11924	1
contig_3902	14455	1
contig_3903	10466	1
contig_3904	8104	2
contig_3905	8379	1
contig_3906	10594	1
contig_3907	10192	2
contig_3908	13471	1
contig_3909	11809	1
contig_391	68216	1
contig_3910	8272	2
contig_3911	3820	2
contig_3912	8257	1
contig_3913	8141	1
contig_3914	8175	1
contig_3915	7037	1
contig_3916	10101	1
contig_3917	7263	1
contig_3918	10327	1
contig_3919	7283	1
contig_392	44645	1
contig_3920	9440	1
contig_3921	5953	2
contig_3922	6651	1
contig_3923	11417	1
contig_3924	7742	1
contig_3925	11084	1
contig_3926	9081	1
contig_3927	13894	1
contig_3928	7541	1
contig_3929	8843	2
contig_393	24696	1
contig_3930	8519	1
contig_3931	8719	1
contig_3932	10672	1
contig_3933	5952	1
contig_3934	3265	1
contig_3935	9015	1
contig_3936	11757	1
contig_3937	7076	1
contig_3938	7054	1
contig_3939	7013	1
contig_394	5900	1
contig_3940	9182	1
contig_3941	2485	1
contig_3942	10783	2
contig_3943	7017	1
contig_3944	10725	1
contig_3945	6974	1
contig_3946	9143	1
contig_3947	8902	1
contig_3948	9884	1
contig_3949	6132	1
contig_395	78172	1
contig_3950	2837	1
contig_3951	6666	1
contig_3952	11126	1
contig_3953	8889	1
contig_3954	6580	1
contig_3955	10737	1
contig_3956	8993	1
contig_3957	6340	1
contig_3958	12721	1
contig_3959	8922	1
contig_396	22702	1
contig_3960	7400	1
contig_3961	6287	1
contig_3962	8962	1
contig_3963	4585	1
contig_3964	6121	1
contig_3965	6109	1
contig_3966	6799	2
contig_3967	7303	1
contig_3968	6638	1
contig_3969	7876	1
contig_397	60214	1
contig_3970	6982	1
contig_3971	7021	1
contig_3972	5709	1
contig_3973	5635	1
contig_3974	9758	1
contig_3975	5505	1
contig_3976	9394	1
contig_3977	4765	1
contig_3978	9391	1
contig_3979	4221	1
contig_398	34650	1
contig_3980	3963	1
contig_3981	6625	1
contig_3982	6291	1
contig_3983	5243	1
contig_3984	6353	1
contig_3985	5162	1
contig_3986	7774	1
contig_3987	6662	1
contig_3988	7714	1
contig_3989	6003	2
contig_399	70576	1
contig_3990	6737	1
contig_3991	3661	1
contig_3992	2721	1
contig_3993	4677	1
contig_3994	6022	1
contig_3995	3888	1
contig_3996	4371	8
contig_3997	3819	1
contig_3998	6102	1
contig_3999	5577	1
contig_40	2980	2
contig_400	5435	1
contig_4000	6504	1
contig_4001	4238	1
contig_4002	5176	1
contig_4003	5627	1
contig_4004	5766	1
contig_4005	3937	1
contig_4006	5607	1
contig_4007	5097	1
contig_4008	3911	1
contig_4009	5167	1
contig_401	7943	1
contig_4010	4903	1
contig_4011	3527	1
contig_4012	3573	1
contig_4013	4874	1
contig_4014	3341	2
contig_4015	4815	1
contig_4016	3034	1
contig_402	59993	1
contig_403	59715	1
contig_404	4307	1
contig_405	72664	1
contig_406	58823	1
contig_407	58719	1
contig_408	58464	1
contig_409	58360	1
contig_41	6539	1
contig_410	2490	1
contig_411	55078	1
contig_412	31095	1
contig_413	11458	1
contig_414	57127	1
contig_415	56870	1
contig_416	37168	1
contig_417	56811	1
contig_418	4703	1
contig_419	10868	1
contig_42	7344	1
contig_420	81486	2
contig_421	44326	1
contig_422	43945	1
contig_423	70184	1
contig_424	40399	1
contig_425	33637	1
contig_426	9007	1
contig_427	3972	1
contig_428	27658	1
contig_429	1782	1
contig_43	6520	1
contig_430	6564	1
contig_431	6865	1
contig_432	55568	1
contig_433	1186	2
contig_434	6771	4
contig_435	3050	1
contig_436	4156	1
contig_437	1068	1
contig_438	3201	1
contig_439	13348	1
contig_44	4648	1
contig_440	53898	1
contig_441	53787	1
contig_442	1648	1
contig_443	14543	1
contig_445	35135	1
contig_446	1056	1
contig_447	11546	1
contig_448	5023	1
contig_449	14571	1
contig_45	3785	1
contig_450	5735	2
contig_451	8652	1
contig_452	11904	1
contig_453	53055	1
contig_454	52940	1
contig_455	52779	1
contig_456	52558	1
contig_457	1509	1
contig_458	67619	1
contig_459	7631	1
contig_46	5002	1
contig_460	19329	1
contig_461	50658	1
contig_462	14014	1
contig_463	50753	1
contig_464	13389	1
contig_465	1452	1
contig_466	9477	1
contig_467	1081	1
contig_468	51924	1
contig_469	4361	1
contig_47	3636	1
contig_470	18118	2
contig_471	1708	1
contig_472	75113	1
contig_473	51318	1
contig_474	50989	1
contig_475	58256	1
contig_476	42178	1
contig_477	113910	1
contig_478	71280	2
contig_479	44200	1
contig_48	6401	1
contig_480	4477	1
contig_481	70953	1
contig_482	19794	1
contig_483	14885	1
contig_484	12203	1
contig_485	8871	1
contig_486	5236	1
contig_487	123008	1
contig_488	4892	1
contig_489	3201	1
contig_49	8987	1
contig_490	16869	1
contig_491	50108	1
contig_492	50115	1
contig_493	2567	1
contig_494	49981	1
contig_495	11601	1
contig_496	13954	1
contig_497	49657	1
contig_498	49599	1
contig_499	49350	1
contig_5	272802	1
contig_50	6057	1
contig_500	24569	2
contig_501	49214	1
contig_502	47297	1
contig_503	48858	1
contig_504	48752	1
contig_505	140171	1
contig_506	48502	1
contig_507	2092	1
contig_508	9719	1
contig_509	47979	1
contig_51	1031	1
contig_510	61500	1
contig_511	10629	2
contig_512	2008	1
contig_514	28349	1
contig_515	60710	1
contig_516	92993	1
contig_517	1990	1
contig_518	47068	1
contig_519	46773	1
contig_52	2239	1
contig_520	46609	1
contig_521	46521	1
contig_522	46136	1
contig_523	46086	1
contig_524	46022	1
contig_526	88581	1
contig_528	7776	1
contig_529	53588	1
contig_53	2301	1
contig_530	9453	1
contig_531	4822	1
contig_532	45899	1
contig_533	2211	1
contig_534	45544	1
contig_535	6174	1
contig_536	4995	1
contig_537	45395	1
contig_538	45180	1
contig_539	45124	1
contig_54	3721	1
contig_540	36003	2
contig_541	5873	1
contig_542	2873	1
contig_543	45033	1
contig_544	64459	1
contig_545	7729	1
contig_546	44886	1
contig_547	18699	1
contig_548	6993	1
contig_549	26394	1
contig_55	1193	1
contig_550	9753	1
contig_551	9328	1
contig_552	1179	1
contig_553	14443	1
contig_554	44713	1
contig_555	7455	1
contig_556	44627	1
contig_557	44540	1
contig_558	44451	1
contig_559	44348	1
contig_56	2129	1
contig_560	44284	1
contig_561	3195	1
contig_562	22962	1
contig_563	1085	2
contig_566	2301	1
contig_567	41064	1
contig_568	30110	3
contig_569	44216	1
contig_570	44214	1
contig_571	3545	1
contig_572	55000	1
contig_573	12026	1
contig_574	41547	2
contig_575	25743	1
contig_576	20882	1
contig_577	14662	1
contig_578	42903	1
contig_579	1959	1
contig_58	1246	1
contig_580	2075	1
contig_581	9085	1
contig_582	42816	1
contig_583	42649	1
contig_584	64011	1
contig_585	11285	1
contig_586	1540	2
contig_587	42606	1
contig_588	12144	1
contig_59	91398	2
contig_590	42308	1
contig_591	42242	1
contig_592	42209	1
contig_593	42209	1
contig_594	42175	1
contig_595	42149	2
contig_596	1293	2
contig_597	1990	1
contig_598	93209	1
contig_599	842	1
contig_60	38417	2
contig_600	23544	1
contig_601	1760	1
contig_602	4072	1
contig_603	26773	1
contig_604	82037	1
contig_605	79688	1
contig_606	20082	1
contig_607	18362	1
contig_608	41220	1
contig_609	8742	1
contig_610	15211	1
contig_611	17347	1
contig_612	3705	1
contig_613	41088	1
contig_614	40196	1
contig_615	3609	0
contig_616	3619	1
contig_617	40981	1
contig_618	40924	1
contig_619	14688	1
contig_62	28249	1
contig_620	23796	1
contig_621	22420	1
contig_622	40849	1
contig_623	40830	1
contig_624	40788	1
contig_625	40472	1
contig_626	37667	1
contig_627	5344	1
contig_628	1274	1
contig_629	8579	1
contig_63	62570	2
contig_630	40300	1
contig_631	40245	1
contig_632	40227	1
contig_633	2434	2
contig_634	2435	1
contig_635	15417	1
contig_636	6458	1
contig_637	39794	1
contig_638	1336	1
contig_639	3141	1
contig_64	43156	1
contig_640	53259	1
contig_641	10439	1
contig_642	39706	1
contig_643	39666	1
contig_644	2277	1
contig_645	38802	1
contig_646	1310	1
contig_647	39445	1
contig_648	7087	1
contig_649	39244	1
contig_65	7097	1
contig_650	39156	1
contig_651	37819	1
contig_652	18936	1
contig_653	17231	1
contig_654	39001	1
contig_655	38923	1
contig_656	38849	1
contig_657	38666	2
contig_658	38282	1
contig_659	19133	1
contig_66	5991	1
contig_660	38209	1
contig_662	38181	1
contig_663	37828	1
contig_664	37754	1
contig_665	37365	1
contig_666	37306	1
contig_667	16369	1
contig_668	42967	1
contig_669	9841	1
contig_67	42161	1
contig_670	1421	1
contig_671	3461	1
contig_672	21284	1
contig_673	14363	1
contig_674	4864	1
contig_675	37025	1
contig_676	36646	1
contig_677	36517	1
contig_678	36412	1
contig_679	36298	1
contig_68	81130	1
contig_680	4785	1
contig_681	36219	1
contig_682	36224	1
contig_683	11142	1
contig_684	11430	1
contig_685	6698	1
contig_686	2861	1
contig_687	3241	1
contig_688	19687	1
contig_689	57076	1
contig_69	3138	1
contig_690	5270	1
contig_691	9832	1
contig_692	13155	1
contig_693	1390	1
contig_694	36113	1
contig_695	4187	1
contig_696	36092	1
contig_697	35878	1
contig_698	35834	1
contig_699	35816	1
contig_7	87176	1
contig_70	4571	1
contig_700	35505	1
contig_701	3169	1
contig_702	35727	1
contig_703	35608	1
contig_704	35506	1
contig_705	41953	1
contig_706	3332	1
contig_707	35332	1
contig_708	35311	1
contig_709	35293	1
contig_71	28079	1
contig_710	35219	1
contig_712	4804	1
contig_713	35121	1
contig_714	35090	1
contig_715	4409	1
contig_716	3728	1
contig_717	11704	1
contig_718	47780	1
contig_719	7605	3
contig_72	5808	1
contig_720	5450	1
contig_721	34883	1
contig_722	34464	1
contig_723	8227	1
contig_724	25644	1
contig_725	17318	1
contig_726	34800	1
contig_728	34729	1
contig_729	34632	1
contig_73	13135	1
contig_730	34559	1
contig_731	34410	1
contig_732	34343	1
contig_733	65916	1
contig_734	33867	1
contig_735	35299	1
contig_736	4235	1
contig_737	3783	1
contig_738	33354	1
contig_739	7916	1
contig_74	22317	1
contig_740	4416	1
contig_741	2826	1
contig_742	18419	1
contig_743	33344	1
contig_744	33294	1
contig_745	33266	1
contig_746	33251	1
contig_747	235	4
contig_748	5458	1
contig_749	33195	1
contig_75	9169	1
contig_750	32792	1
contig_751	3007	1
contig_752	32967	1
contig_753	32747	1
contig_754	32515	1
contig_755	32411	1
contig_756	32342	1
contig_757	32255	1
contig_758	48309	1
contig_759	6122	1
contig_76	9281	1
contig_760	42844	1
contig_761	1369	1
contig_762	32065	1
contig_763	32028	1
contig_764	31971	1
contig_765	2545	1
contig_766	4355	2
contig_768	2965	1
contig_769	91	1
contig_77	11096	1
contig_771	1031	1
contig_772	1029	1
contig_773	31892	1
contig_776	7860	1
contig_777	4435	1
contig_778	5610	1
contig_779	14745	2
contig_78	3775	1
contig_780	8472	1
contig_781	1632	1
contig_782	1364	1
contig_783	1711	1
contig_784	37189	1
contig_785	34607	1
contig_786	31389	1
contig_787	31329	1
contig_788	16245	1
contig_789	8126	1
contig_79	8947	1
contig_790	31265	1
contig_791	32977	1
contig_792	4180	1
contig_793	3461	1
contig_794	1373	1
contig_795	31139	1
contig_796	31069	1
contig_797	31040	1
contig_798	30985	1
contig_799	61804	1
contig_8	2093	1
contig_80	7448	1
contig_800	30829	1
contig_801	30720	1
contig_802	1454	1
contig_803	30672	1
contig_804	30650	1
contig_805	30647	1
contig_806	17335	1
contig_807	30621	1
contig_808	30555	1
contig_809	30491	1
contig_81	4752	1
contig_810	4080	1
contig_811	30378	1
contig_812	30334	1
contig_813	19691	1
contig_814	30298	1
contig_815	30094	1
contig_817	30065	1
contig_818	2070	1
contig_819	2003	1
contig_82	9820	1
contig_820	6788	1
contig_821	30051	1
contig_822	30050	1
contig_823	13359	1
contig_824	3571	1
contig_825	29884	1
contig_826	30683	1
contig_827	38190	1
contig_828	29778	1
contig_829	10504	1
contig_83	7427	1
contig_830	13160	1
contig_831	17283	1
contig_832	29686	1
contig_833	6811	1
contig_834	4955	1
contig_835	29524	1
contig_836	29466	1
contig_837	11938	1
contig_838	1527	1
contig_839	1210	1
contig_84	8783	1
contig_840	29403	1
contig_841	29362	1
contig_842	4950	1
contig_843	9277	1
contig_844	29234	1
contig_845	29201	1
contig_846	29151	1
contig_847	29096	1
contig_848	29029	1
contig_849	28963	1
contig_85	5131	1
contig_850	43389	1
contig_852	28797	1
contig_853	28789	1
contig_854	28771	1
contig_855	28678	1
contig_856	30799	1
contig_857	1620	1
contig_858	28608	1
contig_859	28571	1
contig_86	6040	2
contig_860	28490	1
contig_861	14325	1
contig_862	34650	2
contig_863	4049	1
contig_864	28223	1
contig_865	28072	1
contig_866	1843	1
contig_867	29869	1
contig_868	8518	1
contig_869	28057	1
contig_87	9707	1
contig_870	27953	1
contig_871	27916	1
contig_872	2675	1
contig_873	1930	1
contig_874	27868	1
contig_875	27855	1
contig_876	27832	1
contig_877	3216	1
contig_878	5854	1
contig_879	4663	1
contig_88	1234	1
contig_880	6003	1
contig_881	27656	1
contig_882	27485	1
contig_883	27463	1
contig_884	27428	1
contig_885	19476	1
contig_886	27377	2
contig_887	27376	1
contig_888	27324	1
contig_889	27275	1
contig_89	1241	1
contig_890	27200	1
contig_891	27151	1
contig_892	19623	2
contig_893	31566	1
contig_895	4637	1
contig_896	8682	1
contig_897	27128	1
contig_898	27040	1
contig_899	5269	1
contig_9	186485	2
contig_90	5806	1
contig_900	4063	1
contig_901	3839	1
contig_902	1568	1
contig_903	26961	1
contig_904	26832	1
contig_905	26736	1
contig_906	9906	1
contig_907	7454	1
contig_908	26637	1
contig_909	26551	1
contig_91	2913	1
contig_910	7641	1
contig_911	2036	1
contig_912	26425	1
contig_913	9585	1
contig_914	4283	1
contig_915	26190	1
contig_916	26179	1
contig_917	5379	1
contig_918	4964	16
contig_919	2135	1
contig_92	4153	1
contig_920	5543	6
contig_921	1281	1
contig_922	3789	1
contig_923	607	1
contig_924	6589	1
contig_925	11761	1
contig_926	8998	1
contig_927	2361	1
contig_928	2612	1
contig_929	4909	1
contig_93	1529	1
contig_930	2752	1
contig_931	1317	1
contig_932	26010	1
contig_933	25999	1
contig_934	25875	1
contig_935	25852	1
contig_936	25782	1
contig_937	25782	1
contig_938	1528	1
contig_939	1512	1
contig_94	2608	1
contig_940	16709	1
contig_941	32665	1
contig_942	35098	1
contig_943	5058	1
contig_944	25636	1
contig_945	25632	1
contig_946	25624	1
contig_947	25604	1
contig_948	25083	1
contig_95	214205	1
contig_950	7467	2
contig_951	25590	1
contig_952	25471	1
contig_953	25459	1
contig_954	25863	1
contig_955	25450	1
contig_956	25435	1
contig_957	25421	1
contig_958	25388	1
contig_959	26429	1
contig_96	196580	1
contig_960	16775	1
contig_961	25343	1
contig_962	25326	1
