#seq_name	length	cov.	circ.	repeat	mult.	alt_group	graph_path
contig_1509	15882	1	N	N	1	*	*,1509,*
contig_1331	15881	1	N	N	1	*	*,1331,*
contig_1332	15844	1	N	N	1	*	*,1332,*
contig_1333	15831	1	N	N	1	*	*,1333,*
contig_1334	15822	1	N	N	1	*	*,1334,*
contig_1335	15821	1	N	N	1	*	*,1335,*
contig_3629	15803	2	N	N	1	*	-918,3629,-3749,*
contig_1336	15797	1	N	N	1	*	*,1336,*
contig_1337	15793	1	N	N	1	*	*,1337,*
contig_145	15793	1	N	N	1	*	*,145,*
contig_1089	15786	1	N	N	1	*	*,1089,*
contig_1338	15781	1	N	N	1	*	*,1338,*
contig_1339	15778	1	N	N	1	*	*,1339,*
contig_1340	15766	1	N	N	1	*	*,1340,*
contig_231	15735	1	N	N	1	*	*,231,*
contig_1341	15731	1	N	N	1	*	*,1341,*
contig_1450	15701	1	N	N	1	*	*,1450,*
contig_1342	15695	1	N	N	1	*	*,1342,*
contig_1343	15676	1	N	N	1	*	*,1343,*
contig_1344	15667	1	N	N	1	*	*,1344,*
contig_1345	15660	1	N	N	1	*	*,1345,*
contig_1346	15643	1	N	N	1	*	*,1346,*
contig_1347	15641	1	N	N	1	*	*,1347,*
contig_1348	15638	1	N	N	1	*	*,1348,*
contig_1349	15637	1	N	N	1	*	*,1349,*
contig_1356	15558	1	N	N	1	*	*,1356,*
contig_1357	15517	1	N	N	1	*	*,1357,*
contig_1059	15487	1	N	N	1	*	*,1059,*
contig_1358	15482	1	N	N	1	*	*,1358,*
contig_1361	15479	1	N	N	1	*	*,1361,*
contig_1359	15467	1	N	N	1	*	*,1359,*
contig_1360	15465	1	N	N	1	*	*,1360,*
contig_1362	15442	1	N	N	1	*	*,1362,*
contig_36	15439	1	N	N	1	*	6,36,*
contig_635	15417	1	N	N	1	*	*,3590,635,*
contig_1363	15414	1	N	N	1	*	*,1363,*
contig_1307	15410	1	N	N	1	*	*,1307,*
contig_1370	15349	1	N	N	1	*	*,1370,*
contig_1372	15302	1	N	N	1	*	*,1372,*
contig_3554	15300	3	N	Y	2	*	*,3554
contig_1373	15286	1	N	N	1	*	*,1373,*
contig_1374	15280	1	N	N	1	*	*,1374,*
contig_1376	15265	1	N	N	1	*	*,1376,*
contig_1377	15256	1	N	N	1	*	*,1377,*
contig_1378	15254	1	N	N	1	*	*,1378,*
contig_1379	15248	1	N	N	1	*	*,1379,*
contig_1380	15248	1	N	N	1	*	*,1380,*
contig_1381	15247	1	N	N	1	*	*,1381,*
contig_1382	15241	1	N	N	1	*	*,1382,*
contig_1383	15240	1	N	N	1	*	*,1383,*
contig_1384	15236	1	N	N	1	*	*,1384,*
contig_1385	15234	1	N	N	1	*	*,1385,*
contig_1386	15231	1	N	N	1	*	*,1386,*
contig_610	15211	1	N	N	1	*	-3527,610,*
contig_1387	15195	1	N	N	1	*	*,1387,*
contig_1388	15162	1	N	N	1	*	*,1388,*
contig_1389	15145	1	N	N	1	*	*,1389,*
contig_1390	15132	1	N	N	1	*	*,1390,*
contig_1391	15127	1	N	N	1	*	*,1391,*
contig_970	15118	1	N	N	1	*	*,970,*
contig_1393	15101	1	N	N	1	*	*,1393,*
contig_1394	15085	1	N	N	1	*	*,1394,*
contig_3775	15067	1	N	N	1	*	*,3775,*
contig_1395	15053	1	N	N	1	*	*,1395,*
contig_1398	15052	1	N	N	1	*	*,1398,*
contig_1399	15039	1	N	N	1	*	*,1399,*
contig_1400	15032	1	N	N	1	*	*,1400,*
contig_1401	15032	1	N	N	1	*	*,1401,*
contig_3776	15023	1	N	N	1	*	*,3776,*
contig_1396	15021	1	N	N	1	*	*,1396,*
contig_1402	15015	1	N	N	1	*	*,1402,*
contig_1425	15014	1	N	N	1	*	*,1425,*
contig_1403	15012	1	N	N	1	*	*,1403,*
contig_1404	15010	1	N	N	1	*	*,1404,*
contig_1229	15000	1	N	N	1	*	*,1229,*
contig_1405	14961	1	N	N	1	*	*,1405,*
contig_1406	14955	1	N	N	1	*	*,1406,*
contig_1407	14942	1	N	N	1	*	*,1407,*
contig_3808	14942	1	N	N	1	*	*,3808,*
contig_1408	14918	1	N	N	1	*	*,1408,*
contig_483	14885	1	N	N	1	*	*,483,*
contig_39	14875	1	N	N	1	*	-57,39,*
contig_158	14862	1	N	N	1	*	*,158,*
contig_1411	14847	1	N	N	1	*	*,1411,*
contig_1412	14838	1	N	N	1	*	*,1412,*
contig_1414	14818	1	N	N	1	*	*,1414,*
contig_1415	14818	1	N	N	1	*	*,1415,*
contig_1416	14807	1	N	N	1	*	*,1416,*
contig_3832	14805	1	N	N	1	*	*,3832,*
contig_1417	14798	1	N	N	1	*	*,1417,*
contig_3441	14793	1	Y	Y	1	10	3441
contig_1418	14780	1	N	N	1	*	*,1418,*
contig_1419	14769	1	N	N	1	*	*,1419,*
contig_779	14745	2	N	N	1	*	342,779,*
contig_1420	14742	1	N	N	1	*	*,1420,*
contig_1421	14726	1	N	N	1	*	*,1421,*
contig_3782	14703	1	N	N	1	*	*,3782,*
contig_1422	14698	1	N	N	1	*	*,1422,*
contig_619	14688	1	N	Y	1	*	619,*
contig_321	14677	1	N	N	1	*	*,321,*
contig_577	14662	1	N	N	1	*	*,577,*
contig_1423	14630	1	N	N	1	*	*,1423,*
contig_1424	14605	1	N	N	1	*	*,1424,*
contig_1428	14585	1	N	N	1	*	*,1428,*
contig_1430	14573	1	N	N	1	*	*,1430,*
contig_449	14571	1	N	N	1	*	*,449,*
contig_443	14543	1	N	N	1	*	*,3467,443,*
contig_1431	14536	1	N	N	1	*	*,1431,*
contig_3846	14520	1	N	N	1	*	*,3846,*
contig_3827	14512	1	N	N	1	*	*,3827,*
contig_1432	14486	1	N	N	1	*	*,1432,*
contig_1433	14471	1	N	N	1	*	*,1433,*
contig_3902	14455	1	N	N	1	*	*,3902,*
contig_553	14443	1	N	N	1	*	*,3507,553,*
contig_3815	14435	1	N	N	1	*	*,3815,*
contig_1435	14398	1	N	N	1	*	*,1435,*
contig_1438	14398	1	N	N	1	*	*,1438,*
contig_3830	14385	1	N	N	1	*	*,3830,*
contig_673	14363	1	N	N	1	*	*,-425,673,*
contig_1439	14356	1	N	N	1	*	*,1439,*
contig_1440	14350	1	N	N	1	*	*,1440,*
contig_3812	14332	1	N	N	1	*	*,3812,*
contig_861	14325	1	N	N	1	*	*,-3644,861,*
contig_1441	14317	1	N	N	1	*	*,1441,*
contig_1443	14305	1	N	N	1	*	*,1443,*
contig_1444	14238	1	N	N	1	*	*,1444,*
contig_3824	14235	1	N	N	1	*	*,3824,*
contig_318	14228	1	N	N	1	*	*,318,*
contig_1445	14219	1	N	N	1	*	*,1445,*
contig_1530	14207	2	N	N	1	*	*,1530,*
contig_1446	14202	1	N	N	1	*	*,1446,*
contig_3450	14183	1	N	N	1	*	16,3450,*
contig_1447	14176	1	N	N	1	*	*,1447,*
contig_1448	14151	1	N	N	1	*	*,1448,*
contig_1451	14115	1	N	N	1	*	*,1451,*
contig_1452	14101	1	N	N	1	*	*,1452,*
contig_1453	14093	1	N	N	1	*	*,1453,*
contig_1454	14070	1	N	N	1	*	*,1454,*
contig_3391	14069	1	N	N	1	*	3391,*
contig_3814	14064	1	N	N	1	*	*,3814,*
contig_1458	14045	1	N	N	1	*	*,1458,*
contig_462	14014	1	N	N	1	*	*,462,*
contig_1459	14013	1	N	N	1	*	*,1459,*
contig_1460	13991	1	N	N	1	*	*,1460,*
contig_1461	13955	1	N	N	1	*	*,1461,*
contig_496	13954	1	N	N	1	*	*,-3485,496,*
contig_1462	13949	1	N	N	1	*	*,1462,*
contig_1463	13944	1	N	N	1	*	*,1463,*
contig_1465	13934	1	N	N	1	*	*,1465,*
contig_1466	13927	1	N	N	1	*	*,1466,*
contig_1467	13921	1	N	N	1	*	*,1467,*
contig_1468	13907	1	N	N	1	*	*,1468,*
contig_3803	13898	1	N	N	1	*	*,3803,*
contig_3927	13894	1	N	N	1	*	*,3927,*
contig_1470	13879	1	N	N	1	*	*,1470,*
contig_1471	13845	1	N	N	1	*	*,1471,*
contig_1472	13836	1	N	N	1	*	*,1472,*
contig_1474	13821	1	N	N	1	*	*,1474,*
contig_1475	13817	1	N	N	1	*	*,1475,*
contig_1476	13805	1	N	N	1	*	*,1476,*
contig_1191	13804	1	N	N	1	*	*,1191,*
contig_1477	13799	1	N	N	1	*	*,1477,*
contig_330	13793	1	N	N	1	*	*,330,*
contig_3876	13793	1	N	N	1	*	*,3876,*
contig_312	13785	1	N	N	1	*	*,312,*
contig_1478	13780	1	N	N	1	*	*,1478,*
contig_1455	13770	1	N	N	1	*	*,1455,*
contig_1479	13763	1	N	N	1	*	*,1479,*
contig_3872	13762	1	N	N	1	*	*,3872,*
contig_1481	13744	1	N	N	1	*	*,1481,*
contig_3792	13722	1	N	N	1	*	*,3792,*
contig_3861	13682	1	N	N	1	*	*,3861,*
contig_1482	13674	1	N	N	1	*	*,1482,*
contig_1483	13672	1	N	N	1	*	*,1483,*
contig_3793	13660	1	N	N	1	*	*,3793,*
contig_1484	13652	1	N	N	1	*	*,1484,*
contig_1069	13637	1	N	N	1	*	*,1069,*
contig_992	13624	1	N	N	1	*	*,992,*
contig_1485	13620	1	N	N	1	*	*,1485,*
contig_1487	13603	1	N	N	1	*	*,1487,*
contig_1486	13598	1	N	N	1	*	*,1486,*
contig_1490	13575	1	N	N	1	*	*,1490,*
contig_1489	13574	1	N	N	1	*	*,1489,*
contig_1491	13573	1	N	N	1	*	*,1491,*
contig_1492	13571	1	N	N	1	*	*,1492,*
contig_1493	13571	1	N	N	1	*	*,1493,*
contig_1496	13562	1	N	N	1	*	*,1496,*
contig_3796	13556	1	N	N	1	*	*,3796,*
contig_1497	13555	1	N	N	1	*	*,1497,*
contig_1501	13543	1	N	N	1	*	*,1501,*
contig_1498	13540	1	N	N	1	*	*,1498,*
contig_1499	13536	1	N	N	1	*	*,1499,*
contig_1500	13510	1	N	N	1	*	*,1500,*
contig_3797	13502	1	N	N	1	*	*,3797,*
contig_3848	13496	1	N	N	1	*	*,3848,*
contig_1502	13491	1	N	N	1	*	*,1502,*
contig_3908	13471	1	N	N	1	*	*,3908,*
contig_1503	13460	1	N	N	1	*	*,1503,*
contig_1506	13415	1	N	N	1	*	*,1506,*
contig_1247	13398	1	N	N	1	*	*,3725,1247,*
contig_464	13389	1	N	N	1	*	*,464,*
contig_1507	13384	1	N	N	1	*	*,1507,*
contig_1508	13378	1	N	N	1	*	*,1508,*
contig_1511	13368	1	N	N	1	*	*,1511,*
contig_823	13359	1	N	N	1	*	*,823,*
contig_439	13348	1	N	N	1	*	*,439,*
contig_1512	13341	1	N	N	1	*	*,1512,*
contig_3799	13340	1	N	N	1	*	*,3799,*
contig_1513	13306	1	N	N	1	*	*,1513,*
contig_3819	13301	1	N	N	1	*	*,3819,*
contig_1515	13230	1	N	N	1	*	*,1515,*
contig_1119	13203	2	N	N	1	*	*,1119,*
contig_1516	13186	1	N	N	1	*	*,1516,*
contig_3811	13166	1	N	N	1	*	*,3811,*
contig_211	13163	1	N	N	1	*	211,*
contig_830	13160	1	N	N	1	*	*,830,*
contig_692	13155	1	N	N	1	*	*,3554,692,*
contig_1519	13150	1	N	N	1	*	*,1519,*
contig_1520	13148	1	N	N	1	*	*,1520,*
contig_3631	13140	2	N	N	1	*	918,3631,*
contig_73	13135	1	N	N	1	*	73,*
contig_1521	13133	1	N	N	1	*	*,1521,*
contig_3878	13125	1	N	N	1	*	*,3878,*
contig_1522	13124	1	N	N	1	*	*,1522,*
contig_1523	13100	1	N	N	1	*	*,1523,*
contig_1524	13097	1	N	N	1	*	*,1524,*
contig_1525	13086	1	N	N	1	*	*,1525,*
contig_1526	13084	1	N	N	1	*	*,1526,*
contig_1528	13063	1	N	N	1	*	*,1528,*
contig_1533	13043	1	N	N	1	*	*,1533,*
contig_3428	13032	1	N	N	1	*	*,3428,*
contig_1534	13018	1	N	N	1	*	*,1534,*
contig_1535	13017	1	N	N	1	*	*,1535,*
contig_1536	13017	1	N	N	1	*	*,1536,*
contig_1537	13010	1	N	N	1	*	*,1537,*
contig_1538	12990	1	N	N	1	*	*,1538,*
contig_1539	12976	1	N	N	1	*	*,1539,*
contig_1540	12949	1	N	N	1	*	*,1540,*
contig_1541	12947	1	N	N	1	*	*,1541,*
contig_1542	12944	1	N	N	1	*	*,1542,*
contig_288	12940	1	N	N	1	*	*,288,*
contig_3804	12936	1	N	N	1	*	*,3804,*
contig_1543	12934	1	N	N	1	*	*,1543,*
contig_1547	12924	1	N	N	1	*	*,1547,*
contig_1548	12908	1	N	N	1	*	*,1548,*
contig_1549	12902	1	N	N	1	*	*,1549,*
contig_3893	12878	1	N	N	1	*	*,3893,*
contig_3805	12865	1	N	N	1	*	*,3805,*
contig_3783	12853	1	N	N	1	*	*,3783,*
contig_1325	12847	1	N	N	1	*	*,-1326,1325,*
contig_106	12844	1	N	N	1	*	106,*
contig_3380	12810	1	N	N	1	*	6,3380,*
contig_1550	12809	1	N	N	1	*	*,1550,*
contig_1551	12803	1	N	N	1	*	*,1551,*
contig_3836	12803	1	N	N	1	*	*,3836,*
contig_1554	12784	1	N	N	1	*	*,1554,*
contig_3549	12776	1	N	N	1	*	*,3548,3549,*
contig_3630	12770	3	N	N	2	*	-918,3630,*
contig_1555	12761	1	N	N	1	*	*,1555,*
contig_30	12747	1	N	N	1	*	8,30,*
contig_1556	12746	1	N	N	1	*	*,1556,*
contig_3958	12721	1	N	N	1	*	*,3958,*
contig_1557	12705	1	N	N	1	*	*,1557,*
contig_3858	12688	1	N	N	1	*	*,3858,*
contig_3789	12673	1	N	N	1	*	*,3789,1464,*
contig_1558	12663	1	N	N	1	*	*,1558,*
contig_1561	12631	1	N	N	1	*	*,1561,*
contig_1562	12622	1	N	N	1	*	*,1562,*
contig_3881	12613	1	N	N	1	*	*,3881,*
contig_1563	12606	1	N	N	1	*	*,1563,*
contig_1564	12603	1	N	N	1	*	*,1564,*
contig_1565	12600	1	N	N	1	*	*,1565,*
contig_1569	12581	1	N	N	1	*	*,1569,*
contig_1570	12581	1	N	N	1	*	*,1570,*
contig_1571	12578	1	N	N	1	*	*,1571,*
contig_1442	12577	1	N	N	1	*	*,1442,*
contig_3864	12549	1	N	N	1	*	*,3864,*
contig_1574	12532	1	N	N	1	*	*,1574,*
contig_1575	12471	1	N	N	1	*	*,1575,*
contig_1576	12434	1	N	N	1	*	*,1576,*
contig_3868	12430	1	N	N	1	*	*,3868,*
contig_1577	12421	1	N	N	1	*	*,1577,*
contig_1578	12410	1	N	N	1	*	*,1578,*
contig_1579	12403	1	N	N	1	*	*,1579,*
contig_3839	12380	2	N	N	1	*	*,3839,*
contig_1580	12370	1	N	N	1	*	*,1580,*
contig_1581	12369	1	N	N	1	*	*,1581,*
contig_1582	12336	1	N	N	1	*	*,1582,*
contig_1583	12330	1	N	N	1	*	*,1583,*
contig_1584	12299	1	N	N	1	*	*,1584,*
contig_11	12251	1	N	N	1	*	8,11,232,*
contig_3813	12247	1	N	N	1	*	*,3813,*
contig_3475	12245	1	N	N	1	*	*,3475,*
contig_1585	12243	1	N	N	1	*	*,1585,*
contig_1586	12243	1	N	N	1	*	*,1586,*
contig_1587	12218	1	N	N	1	*	*,1587,*
contig_1588	12215	1	N	N	1	*	*,1588,*
contig_1589	12210	1	N	N	1	*	*,1589,*
contig_1590	12204	1	N	N	1	*	*,1590,*
contig_484	12203	1	N	N	1	*	*,484,*
contig_3865	12196	2	N	N	1	*	*,3865,*
contig_1591	12185	1	N	N	1	*	*,1591,*
contig_3806	12185	1	N	N	1	*	*,3806,*
contig_1592	12177	1	N	N	1	*	*,1592,*
contig_1593	12175	1	N	N	1	*	*,1593,*
contig_3840	12158	1	N	N	1	*	*,3840,*
contig_588	12144	1	N	Y	1	66	*,588,*
contig_1594	12134	1	N	N	1	*	*,1594,*
contig_1595	12092	1	N	N	1	*	*,1595,*
contig_1596	12086	1	N	N	1	*	*,1596,*
contig_1597	12080	1	N	N	1	*	*,1597,*
contig_1598	12041	1	N	N	1	*	*,1598,*
contig_573	12026	1	N	N	1	*	*,573,*
contig_1599	12024	1	N	N	1	*	*,1599,*
contig_1600	12008	1	N	N	1	*	*,1600,*
contig_1601	11994	1	N	N	1	*	*,1601,*
contig_3466	11992	2	N	N	1	*	*,3466,*
contig_1602	11968	1	N	N	1	*	*,1602,*
contig_1603	11965	1	N	N	1	*	*,1603,*
contig_1604	11959	1	N	N	1	*	*,1604,*
contig_3686	11959	1	N	N	1	*	*,3686,*
contig_837	11938	1	N	N	1	*	*,837,*
contig_3901	11924	1	N	N	1	*	*,3901,*
contig_32	11920	1	N	N	1	*	6,32,*
contig_1605	11919	1	N	N	1	*	*,1605,*
contig_452	11904	1	N	N	1	*	*,452,*
contig_1606	11894	1	N	N	1	*	*,1606,*
contig_1607	11882	1	N	N	1	*	*,1607,*
contig_1611	11875	1	N	N	1	*	*,1611,*
contig_1608	11873	1	N	N	1	*	*,1608,*
contig_1609	11870	1	N	N	1	*	*,1609,*
contig_1610	11870	1	N	N	1	*	*,1610,*
contig_1612	11847	1	N	N	1	*	*,1612,*
contig_33	11833	2	N	N	1	*	8,33,*
contig_1613	11821	2	N	N	1	*	*,1613,*
contig_1614	11816	1	N	N	1	*	*,1614,*
contig_3909	11809	1	N	N	1	*	*,3909,*
contig_3705	11808	1	N	N	1	*	*,3705,*
contig_170	11806	5	Y	N	4	*	170
contig_1617	11804	1	N	N	1	*	*,1617,*
contig_1621	11779	1	N	N	1	*	*,1621,*
contig_1622	11768	1	N	N	1	*	*,1622,*
contig_925	11761	1	N	N	1	*	918,925,*
contig_3936	11757	1	N	N	1	*	*,3936,*
contig_1623	11750	1	N	N	1	*	*,1623,*
contig_1624	11748	1	N	N	1	*	*,1624,*
contig_1625	11744	1	N	N	1	*	*,1625,*
contig_212	11737	1	N	N	1	*	212,*
contig_1626	11722	1	N	N	1	*	*,1626,*
contig_717	11704	1	N	N	1	*	*,717,*
contig_1627	11702	1	N	N	1	*	*,1627,*
contig_1179	11699	1	N	N	1	*	*,1179,*
contig_1628	11696	1	N	N	1	*	*,1628,*
contig_1629	11695	1	N	N	1	*	*,1629,*
contig_3863	11695	1	N	N	1	*	*,3863,*
contig_1630	11682	1	N	N	1	*	*,1630,*
contig_3822	11670	1	N	N	1	*	*,3822,*
contig_1631	11657	1	N	N	1	*	*,1631,*
contig_1632	11657	1	N	N	1	*	*,1632,*
contig_1633	11616	1	N	N	1	*	*,1633,*
contig_1634	11614	1	N	N	1	*	*,1634,*
contig_3892	11603	1	N	N	1	*	*,3892,*
contig_495	11601	1	N	N	1	*	*,495,*
contig_1635	11597	1	N	N	1	*	*,1635,*
contig_1636	11586	1	N	N	1	*	*,1636,*
contig_1637	11586	1	N	N	1	*	*,1637,*
contig_1638	11578	1	N	N	1	*	*,1638,*
contig_1639	11570	1	N	N	1	*	*,1639,*
contig_1640	11568	1	N	N	1	*	*,1640,*
contig_1641	11567	1	N	N	1	*	*,1641,*
contig_1642	11554	1	N	N	1	*	*,1642,*
contig_1643	11553	1	N	N	1	*	*,1643,*
contig_1644	11551	1	N	N	1	*	*,1644,*
contig_447	11546	1	N	N	1	*	*,447,*
contig_1645	11537	1	N	N	1	*	*,1645,*
contig_3854	11520	1	N	N	1	*	*,3854,*
contig_3826	11513	1	N	N	1	*	*,3826,*
contig_1852	11510	1	N	N	1	*	*,1852,*
contig_1646	11503	1	N	N	1	*	*,1646,*
contig_1618	11502	3	N	N	1	*	*,1618,*
contig_3871	11502	2	N	N	1	*	*,3871,*
contig_413	11458	1	N	N	1	*	*,3459,413,*
contig_1647	11450	1	N	N	1	*	*,1647,*
contig_684	11430	1	N	N	1	*	*,684,*
contig_3923	11417	1	N	N	1	*	*,3923,*
contig_1655	11406	1	N	N	1	*	*,1655,*
contig_265	11381	1	N	N	1	*	*,265,*
contig_1656	11375	1	N	N	1	*	*,1656,*
contig_1657	11362	1	N	N	1	*	*,1657,*
contig_1658	11360	1	N	N	1	*	*,1658,*
contig_1659	11350	1	N	N	1	*	*,1659,*
contig_1660	11340	1	N	N	1	*	*,1660,*
contig_1661	11339	1	N	N	1	*	*,1661,*
contig_3831	11333	1	N	N	1	*	*,3831,*
contig_1662	11321	1	N	N	1	*	*,1662,*
contig_1663	11320	1	N	N	1	*	*,1663,*
contig_1664	11295	1	N	N	1	*	*,1664,*
contig_1665	11291	1	N	N	1	*	*,1665,*
contig_585	11285	1	N	N	1	*	*,585,*
contig_3897	11281	1	N	N	1	*	*,3897,*
contig_1666	11275	1	N	N	1	*	*,1666,*
contig_1667	11272	1	N	N	1	*	*,1667,*
contig_1668	11266	1	N	N	1	*	*,1668,*
contig_3880	11264	2	N	N	1	*	*,3880,*
contig_1669	11262	1	N	N	1	*	*,1669,*
contig_3887	11252	1	N	N	1	*	*,3887,*
contig_1670	11247	1	N	N	1	*	*,1670,*
contig_121	11244	1	N	N	1	*	121,*
contig_1671	11225	1	N	N	1	*	*,1671,*
contig_1672	11212	1	N	N	1	*	*,1672,*
contig_1675	11182	1	N	N	1	*	*,1675,*
contig_1676	11179	1	N	N	1	*	*,1676,*
contig_1677	11176	1	N	N	1	*	*,1677,*
contig_1230	11171	1	N	N	1	*	*,1230,*
contig_1679	11169	1	N	N	1	*	*,1679,*
contig_1678	11165	1	N	N	1	*	*,1678,*
contig_1680	11154	1	N	N	1	*	*,1680,*
contig_683	11142	1	N	N	1	*	*,683,*
contig_3834	11139	1	N	N	1	*	*,3834,*
contig_1681	11135	1	N	N	1	*	*,1681,*
contig_1682	11129	1	N	N	1	*	*,1682,*
contig_3952	11126	1	N	N	1	*	*,3952,*
contig_3884	11097	1	N	N	1	*	*,3884,*
contig_77	11096	1	N	N	1	*	*,77,*
contig_1683	11092	1	N	N	1	*	*,1683,*
contig_3925	11084	1	N	N	1	*	*,3925,*
contig_1075	11076	2	N	N	1	*	*,1075,*
contig_1684	11075	1	N	N	1	*	*,1684,*
contig_3835	11058	1	N	N	1	*	*,3835,*
contig_1688	11055	1	N	N	1	*	*,1688,*
contig_1691	11043	1	N	N	1	*	*,1691,*
contig_1692	11039	1	N	N	1	*	*,1692,*
contig_1693	11036	1	N	N	1	*	*,1693,*
contig_3739	11036	1	N	N	1	*	*,3739,*
contig_1694	11029	1	N	N	1	*	*,1694,*
contig_1695	11022	1	N	N	1	*	*,1695,*
contig_1696	11000	1	N	N	1	*	*,1696,*
contig_1697	10991	1	N	N	1	*	*,1697,*
contig_1699	10972	1	N	N	1	*	*,1699,*
contig_1700	10962	1	N	N	1	*	*,1700,*
contig_1701	10952	1	N	N	1	*	*,1701,*
contig_1702	10952	1	N	N	1	*	*,1702,*
contig_3882	10943	3	N	N	2	*	*,3882,*
contig_3778	10938	1	N	N	1	*	*,3778,*
contig_1703	10924	1	N	N	1	*	*,1703,*
contig_1083	10903	1	N	N	1	*	*,1083,*
contig_1705	10903	1	N	N	1	*	*,1705,*
contig_1706	10900	1	N	N	1	*	*,1706,*
contig_1707	10898	1	N	N	1	*	*,1707,*
contig_124	10881	1	N	N	1	*	124,*
contig_1709	10873	1	N	N	1	*	*,1709,*
contig_419	10868	1	N	N	1	*	*,419,*
contig_1710	10866	1	N	N	1	*	*,1710,*
contig_1711	10864	1	N	N	1	*	*,1711,*
contig_1149	10861	1	N	N	1	*	*,1149,*
contig_3899	10852	1	N	N	1	*	*,3899,*
contig_1712	10850	1	N	N	1	*	*,1712,*
contig_1713	10834	1	N	N	1	*	*,1713,*
contig_1714	10829	1	N	N	1	*	*,1714,*
contig_1715	10826	1	N	N	1	*	*,1715,*
contig_1716	10812	1	N	N	1	*	*,1716,*
contig_1717	10811	1	N	N	1	*	*,1717,*
contig_1718	10807	1	N	N	1	*	*,1718,*
contig_1719	10797	1	N	N	1	*	*,1719,*
contig_1720	10797	1	N	N	1	*	*,1720,*
contig_3942	10783	2	N	N	1	*	*,3942,*
contig_1722	10781	1	N	N	1	*	*,1722,*
contig_1723	10778	1	N	N	1	*	*,1723,*
contig_1724	10774	1	N	N	1	*	*,1724,*
contig_1725	10753	1	N	N	1	*	*,1725,*
contig_1726	10750	1	N	N	1	*	*,1726,*
contig_3955	10737	1	N	N	1	*	*,3955,*
contig_3944	10725	1	N	N	1	*	*,3944,*
contig_1728	10721	1	N	N	1	*	*,1728,*
contig_1729	10701	1	N	N	1	*	*,1729,*
contig_1730	10694	1	N	N	1	*	*,1730,*
contig_1731	10690	1	N	N	1	*	*,1731,*
contig_1732	10686	1	N	N	1	*	*,1732,*
contig_1733	10682	1	N	N	1	*	*,1733,*
contig_3932	10672	1	N	N	1	*	*,3932,*
contig_1734	10635	1	N	N	1	*	*,1734,*
contig_1736	10633	1	N	N	1	*	*,1736,*
contig_511	10629	2	N	N	1	*	*,511,*
contig_1735	10627	1	N	N	1	*	*,1735,*
contig_1737	10623	1	N	N	1	*	*,1737,*
contig_1738	10618	1	N	N	1	*	*,1738,*
contig_1742	10617	1	N	N	1	*	*,1742,*
contig_1743	10608	1	N	N	1	*	*,1743,*
contig_1744	10605	1	N	N	1	*	*,1744,*
contig_3906	10594	1	N	N	1	*	*,3906,*
contig_1747	10572	1	N	N	1	*	*,1747,*
contig_3851	10572	1	N	N	1	*	*,3851,*
contig_1748	10570	1	N	N	1	*	*,1748,*
contig_1749	10560	1	N	N	1	*	*,1749,*
contig_1750	10550	1	N	N	1	*	*,1750,*
contig_1751	10538	1	N	N	1	*	*,1751,*
contig_3795	10535	1	N	N	1	*	*,3795,*
contig_1752	10532	1	N	N	1	*	*,1752,*
contig_1755	10512	1	N	N	1	*	*,1755,*
contig_366	10504	1	N	N	1	*	*,366,*
contig_829	10504	1	N	N	1	*	*,829,*
contig_242	10481	1	N	N	1	*	*,242,*
contig_1756	10478	1	N	N	1	*	*,1756,*
contig_1757	10476	1	N	N	1	*	*,1757,*
contig_1758	10470	1	N	N	1	*	*,1758,*
contig_1759	10466	1	N	N	1	*	*,1759,*
contig_3903	10466	1	N	N	1	*	*,3903,*
contig_1760	10462	1	N	N	1	*	*,1760,*
contig_1761	10450	1	N	N	1	*	*,1761,*
contig_1762	10442	1	N	N	1	*	*,1762,*
contig_641	10439	1	N	N	1	*	*,641,*
contig_3894	10436	1	N	N	1	*	*,3894,*
contig_1763	10435	1	N	N	1	*	*,1763,*
contig_1764	10434	1	N	N	1	*	*,1764,*
contig_1765	10431	1	N	N	1	*	*,1765,*
contig_1766	10420	1	N	N	1	*	*,1766,*
contig_1767	10404	1	N	N	1	*	*,1767,*
contig_1768	10402	1	N	N	1	*	*,1768,*
contig_1769	10398	1	N	N	1	*	*,1769,*
contig_2015	10396	2	N	N	1	*	*,2015,*
contig_1770	10377	1	N	N	1	*	*,1770,*
contig_342	10372	5	N	Y	4	*	342
contig_1772	10367	1	N	N	1	*	*,1772,*
contig_1771	10363	1	N	N	1	*	*,1771,*
contig_3895	10358	1	N	N	1	*	*,3895,*
contig_3855	10347	1	N	N	1	*	*,3855,*
contig_1773	10338	1	N	N	1	*	*,1773,*
contig_1774	10327	1	N	N	1	*	*,1774,*
contig_3918	10327	1	N	N	1	*	*,3918,*
contig_1775	10320	1	N	N	1	*	*,1775,*
contig_1776	10319	1	N	N	1	*	*,1776,*
contig_1777	10306	1	N	N	1	*	*,1777,*
contig_1780	10293	1	N	N	1	*	*,1780,*
contig_1781	10290	1	N	N	1	*	*,1781,*
contig_1782	10289	1	N	N	1	*	*,1782,*
contig_3850	10284	1	N	N	1	*	*,3850,*
contig_1784	10281	1	N	N	1	*	*,1784,*
contig_1785	10279	1	N	N	1	*	*,1785,*
contig_1786	10278	1	N	N	1	*	*,1786,*
contig_3810	10268	1	N	N	1	*	*,3810,*
