#seq_name	length	coverage	circular	repeat	mult	telomere	alt_group	graph_path
contig_1287	16884	1	N	N	1	both	*	1287
contig_1288	1826	1	N	N	1	both	*	1288
contig_1289	16752	1	N	N	1	both	*	1289
contig_1290	16737	1	N	N	1	both	*	1290
contig_1291	4245	1	N	N	1	both	*	1291
contig_1292	16670	1	N	N	1	both	*	1292
contig_1293	16644	1	N	N	1	both	*	1293
contig_1294	16618	1	N	N	1	both	*	1294
contig_1295	16578	1	N	N	1	both	*	1295
contig_1296	16558	1	N	N	1	both	*	1296
contig_1297	16541	1	N	N	1	both	*	1297
contig_1298	16539	1	N	N	1	both	*	1298
contig_1299	16500	1	N	N	1	both	*	1299
contig_1300	16481	2	N	N	2	both	*	1300
contig_1301	16405	1	N	N	1	both	*	1301
contig_1302	16398	1	N	N	1	both	*	1302
contig_1303	16375	1	N	N	1	both	*	1303
contig_1304	16355	1	N	N	1	both	*	1304
contig_1305	16340	1	N	N	1	both	*	1305
contig_1306	16279	1	N	N	1	both	*	1306
contig_1307	15410	1	N	N	1	both	*	1307
contig_1308	9544	1	N	N	1	both	*	1308
contig_1309	1524	1	N	N	1	both	*	1309
contig_1310	16235	1	N	N	1	both	*	1310
contig_1311	16214	1	N	N	1	both	*	1311
contig_1312	16207	1	N	N	1	both	*	1312
contig_1313	16194	1	N	N	1	both	*	1313
contig_1314	16186	1	N	N	1	both	*	1314
contig_1315	16134	1	N	N	1	both	*	1315
contig_1316	16131	1	N	N	1	both	*	1316
contig_1317	16077	1	N	N	1	both	*	1317
contig_1318	16073	1	N	N	1	both	*	1318
contig_1321	16025	1	N	N	1	both	*	1321
contig_1322	16002	1	N	N	1	both	*	1322
contig_1323	15996	1	N	N	1	both	*	1323
contig_1324	15892	1	N	N	1	both	*	1324,1326
contig_1325	12847	1	N	N	1	both	*	-1326,1325
contig_1327	7825	1	N	N	1	both	*	1327
contig_1328	5679	2	N	N	2	both	*	1328
contig_1329	1252	1	N	N	1	both	*	1329
contig_1330	15891	1	N	N	1	both	*	1330
contig_1331	15881	1	N	N	1	both	*	1331
contig_1332	15844	1	N	N	1	both	*	1332
contig_1333	15831	1	N	N	1	both	*	1333
contig_1334	15822	1	N	N	1	both	*	1334
contig_1335	15821	1	N	N	1	both	*	1335
contig_1336	15797	1	N	N	1	both	*	1336
contig_1337	15793	1	N	N	1	both	*	1337
contig_1338	15781	1	N	N	1	both	*	1338
contig_1339	15778	1	N	N	1	both	*	1339
contig_1340	15766	1	N	N	1	both	*	1340
contig_1341	15731	1	N	N	1	both	*	1341
contig_1342	15695	1	N	N	1	both	*	1342
contig_1343	15676	1	N	N	1	both	*	1343
contig_1344	15667	1	N	N	1	both	*	1344
contig_1345	15660	1	N	N	1	both	*	1345
contig_1346	15643	1	N	N	1	both	*	1346
contig_1347	15641	1	N	N	1	both	*	1347
contig_1348	15638	1	N	N	1	both	*	1348
contig_1349	15637	1	N	N	1	both	*	1349
contig_1350	9938	1	N	N	1	both	*	1350
contig_1351	3959	2	N	N	2	both	*	1351
contig_1352	3939	3	N	N	3	both	*	1352
contig_1353	1724	1	N	N	1	both	*	1353
contig_1354	6319	1	N	N	1	both	*	1354
contig_1355	18893	1	N	N	1	both	*	1355
contig_1356	15547	1	N	N	1	both	*	1356
contig_1357	15515	1	N	N	1	both	*	1357
contig_1358	15482	1	N	N	1	both	*	1358
contig_1359	15467	1	N	N	1	both	*	1359
contig_1360	15465	1	N	N	1	both	*	1360
contig_1361	15453	1	N	N	1	both	*	1361
contig_1362	15442	1	N	N	1	both	*	1362
contig_1363	15414	1	N	N	1	both	*	1363
contig_1364	2605	1	N	N	1	both	*	1364
contig_1365	671	2	N	N	2	both	*	1365
contig_1366	1989	1	N	N	1	both	*	1366
contig_1367	3230	1	N	N	1	both	*	1367
contig_1368	2860	1	N	N	1	both	*	1368
contig_1369	1974	1	N	N	1	both	*	1369
contig_1370	15349	1	N	N	1	both	*	1370
contig_1371	1013	1	N	N	1	both	*	1371
contig_1372	15302	1	N	N	1	both	*	1372
contig_1373	15286	1	N	N	1	both	*	1373
contig_1374	15280	1	N	N	1	both	*	1374
contig_1375	2382	1	N	N	1	both	*	1375
contig_1376	15265	1	N	N	1	both	*	1376
contig_1377	15256	1	N	N	1	both	*	1377
contig_1378	15253	1	N	N	1	both	*	1378
contig_1379	15248	1	N	N	1	both	*	1379
contig_1380	15248	1	N	N	1	both	*	1380
contig_1381	15247	1	N	N	1	both	*	1381
contig_1382	15241	1	N	N	1	both	*	1382
contig_1383	15240	1	N	N	1	both	*	1383
contig_1384	15236	1	N	N	1	both	*	1384
contig_1385	15234	1	N	N	1	both	*	1385
contig_1386	15231	1	N	N	1	both	*	1386
contig_1387	15195	1	N	N	1	both	*	1387
contig_1388	15162	1	N	N	1	both	*	1388
contig_1389	15145	1	N	N	1	both	*	1389
contig_1390	15132	1	N	N	1	both	*	1390
contig_1391	15127	1	N	N	1	both	*	1391
contig_1392	8317	1	N	N	1	both	*	1392
contig_1393	15101	1	N	N	1	both	*	1393
contig_1394	15085	1	N	N	1	both	*	1394
contig_1395	15053	1	N	N	1	both	*	1395
contig_1396	15018	1	N	N	1	both	*	1396
contig_1397	1143	1	N	N	1	both	*	1397
contig_1398	15052	1	N	N	1	both	*	1398
contig_1399	15039	1	N	N	1	both	*	1399
contig_1400	15032	1	N	N	1	both	*	1400
contig_1401	15032	1	N	N	1	both	*	1401
contig_1402	15015	1	N	N	1	both	*	1402
contig_1403	15012	1	N	N	1	both	*	1403
contig_1404	15010	1	N	N	1	both	*	1404
contig_1405	14961	1	N	N	1	both	*	1405
contig_1406	14955	1	N	N	1	both	*	1406
contig_1407	14942	1	N	N	1	both	*	1407
contig_1408	14918	1	N	N	1	both	*	1408
contig_1409	2040	1	N	N	1	both	*	1409
contig_1410	1567	1	N	N	1	both	*	1410
contig_1411	14847	1	N	N	1	both	*	1411
contig_1412	14838	1	N	N	1	both	*	1412
contig_1413	1829	1	N	N	1	both	*	1413
contig_1414	14818	1	N	N	1	both	*	1414
contig_1415	14818	1	N	N	1	both	*	1415
contig_1416	14807	1	N	N	1	both	*	1416
contig_1417	14798	1	N	N	1	both	*	1417
contig_1418	14780	1	N	N	1	both	*	1418
contig_1419	14769	1	N	N	1	both	*	1419
contig_1420	14742	1	N	N	1	both	*	1420
contig_1421	14726	1	N	N	1	both	*	1421
contig_1422	14698	1	N	N	1	both	*	1422
contig_1423	14630	1	N	N	1	both	*	1423
contig_1424	14605	1	N	N	1	both	*	1424
contig_1425	14604	1	N	N	1	both	*	1425
contig_1426	1739	1	N	N	1	both	*	1426
contig_1427	6112	1	N	N	1	both	*	1427
contig_1428	14585	1	N	N	1	both	*	1428
contig_1429	4193	1	N	N	1	both	*	1429
contig_1430	14573	1	N	N	1	both	*	1430
contig_1431	14536	1	N	N	1	both	*	1431
contig_1432	14486	1	N	N	1	both	*	1432
contig_1433	14471	1	N	N	1	both	*	1433
contig_1434	1309	1	N	N	1	both	*	1434
contig_1435	14398	1	N	N	1	both	*	1435
contig_1436	1484	1	N	N	1	both	*	1436
contig_1437	3397	1	N	N	1	both	*	1437
contig_1438	14372	1	N	N	1	both	*	1438
contig_1439	14356	1	N	N	1	both	*	1439
contig_1440	14350	1	N	N	1	both	*	1440
contig_1441	14328	1	N	N	1	both	*	1441
contig_1442	12577	1	N	N	1	both	*	1442
contig_1443	14305	1	N	N	1	both	*	1443
contig_1444	14238	1	N	N	1	both	*	1444
contig_1445	14218	1	N	N	1	both	*	1445
contig_1446	14202	1	N	N	1	both	*	1446
contig_1447	14176	1	N	N	1	both	*	1447
contig_1448	14151	1	N	N	1	both	*	1448
contig_1449	9869	1	N	N	1	both	*	1449
contig_1450	15700	1	N	N	1	both	*	1450
contig_1451	14115	1	N	N	1	both	*	1451
contig_1452	14101	1	N	N	1	both	*	1452
contig_1453	14093	1	N	N	1	both	*	1453
contig_1454	14070	1	N	N	1	both	*	1454
contig_1455	13772	1	N	N	1	both	*	1455
contig_1456	1166	1	N	N	1	both	*	1456
contig_1458	14045	1	N	N	1	both	*	1458
contig_1459	14013	1	N	N	1	both	*	1459
contig_1460	13991	1	N	N	1	both	*	1460
contig_1461	13955	1	N	N	1	both	*	1461
contig_1462	13949	1	N	N	1	both	*	1462
contig_1463	13944	1	N	N	1	both	*	1463
contig_1465	13934	1	N	N	1	both	*	1465
contig_1466	13927	1	N	N	1	both	*	1466
contig_1467	13921	1	N	N	1	both	*	1467
contig_1468	13907	1	N	N	1	both	*	1468
contig_1469	1361	1	N	N	1	both	*	1469
contig_1470	13879	1	N	N	1	both	*	1470
contig_1471	13845	1	N	N	1	both	*	1471
contig_1472	13836	1	N	N	1	both	*	1472
contig_1473	20014	1	N	N	1	both	*	1473
contig_1474	13821	1	N	N	1	both	*	1474
contig_1475	13817	1	N	N	1	both	*	1475
contig_1476	13805	1	N	N	1	both	*	1476
contig_1477	13799	1	N	N	1	both	*	1477
contig_1478	13780	1	N	N	1	both	*	1478
contig_1479	13763	1	N	N	1	both	*	1479
contig_1480	3930	1	N	N	1	both	*	1480
contig_1481	13744	1	N	N	1	both	*	1481
contig_1482	13674	1	N	N	1	both	*	1482
contig_1483	13672	1	N	N	1	both	*	1483
contig_1484	13652	1	N	N	1	both	*	1484
contig_1485	13620	1	N	N	1	both	*	1485
contig_1486	13598	1	N	N	1	both	*	1486
contig_1487	13593	1	N	N	1	both	*	1487
contig_1488	1508	1	N	N	1	both	*	1488
contig_1489	13574	1	N	N	1	both	*	1489
contig_1490	13573	1	N	N	1	both	*	1490
contig_1491	13573	1	N	N	1	both	*	1491
contig_1492	13571	1	N	N	1	both	*	1492
contig_1493	13571	1	N	N	1	both	*	1493
contig_1494	3039	1	N	N	1	both	*	1494
contig_1495	3617	1	N	N	1	both	*	1495
contig_1496	13562	1	N	N	1	both	*	1496
contig_1497	13552	1	N	N	1	both	*	1497
contig_1498	13540	1	N	N	1	both	*	1498
contig_1499	13527	1	N	N	1	both	*	1499
contig_1500	13510	2	N	N	2	both	*	1500
contig_1501	13504	1	N	N	1	both	*	1501
contig_1502	13491	1	N	N	1	both	*	1502
contig_1503	13460	1	N	N	1	both	*	1503
contig_1504	10019	1	N	N	1	both	*	1504
contig_1505	17397	1	N	N	1	both	*	1505
contig_1506	13415	1	N	N	1	both	*	1506
contig_1507	13384	1	N	N	1	both	*	1507
contig_1508	13378	1	N	N	1	both	*	1508
contig_1509	15879	1	N	N	1	both	*	1509
contig_1510	1248	1	N	N	1	both	*	1510
contig_1511	13368	1	N	N	1	both	*	1511
contig_1512	13341	1	N	N	1	both	*	1512
contig_1513	13303	1	N	N	1	both	*	1513
contig_1514	7953	1	N	N	1	both	*	1514
contig_1515	13230	1	N	N	1	both	*	1515
contig_1516	13186	1	N	N	1	both	*	1516
contig_1518	2490	1	N	N	1	both	*	1518
contig_1519	13150	1	N	N	1	both	*	1519
contig_1520	13148	1	N	N	1	both	*	1520
contig_1521	13133	2	N	N	2	both	*	1521
contig_1522	13124	1	N	N	1	both	*	1522
contig_1523	13100	1	N	N	1	both	*	1523
contig_1524	13097	1	N	N	1	both	*	1524
contig_1525	13086	1	N	N	1	both	*	1525
contig_1526	13084	1	N	N	1	both	*	1526
contig_1527	3663	1	N	N	1	both	*	1527
contig_1528	13061	2	N	N	2	both	*	1528
contig_1529	4580	1	N	N	1	both	*	1529
contig_1530	13937	2	N	N	2	both	*	1530
contig_1531	8890	1	N	N	1	both	*	1531
contig_1532	1135	1	N	N	1	both	*	1532
contig_1533	13043	1	N	N	1	both	*	1533
contig_1534	13018	1	N	N	1	both	*	1534
contig_1535	13017	1	N	N	1	both	*	1535
contig_1536	13017	1	N	N	1	both	*	1536
contig_1537	13010	1	N	N	1	both	*	1537
contig_1538	12990	1	N	N	1	both	*	1538
contig_1539	12976	1	N	N	1	both	*	1539
contig_1540	12949	1	N	N	1	both	*	1540
contig_1541	12947	1	N	N	1	both	*	1541
contig_1542	12944	1	N	N	1	both	*	1542
contig_1543	12934	1	N	N	1	both	*	1543
contig_1544	8911	1	N	N	1	both	*	1544
contig_1545	2011	1	N	N	1	both	*	1545
contig_1546	24159	1	N	N	1	both	*	1546
contig_1547	12924	1	N	N	1	both	*	1547
contig_1548	12908	1	N	N	1	both	*	1548
contig_1549	12901	1	N	N	1	both	*	1549
contig_1550	12809	1	N	N	1	both	*	1550
contig_1551	12803	1	N	N	1	both	*	1551
contig_1552	6234	1	N	N	1	both	*	1552
contig_1553	4743	1	N	N	1	both	*	1553
contig_1554	12784	1	N	N	1	both	*	1554
contig_1555	12761	1	N	N	1	both	*	1555
contig_1556	12746	1	N	N	1	both	*	1556
contig_1557	12705	1	N	N	1	both	*	1557
contig_1558	12663	1	N	N	1	both	*	1558
contig_1559	21405	1	N	N	1	both	*	1559
contig_1560	9578	1	N	N	1	both	*	1560
contig_1561	12631	1	N	N	1	both	*	1561
contig_1562	12622	1	N	N	1	both	*	1562
contig_1563	12606	1	N	N	1	both	*	1563
contig_1564	12603	1	N	N	1	both	*	1564
contig_1565	12600	1	N	N	1	both	*	1565
contig_1566	18830	2	N	N	2	both	*	1566
contig_1567	5174	1	N	N	1	both	*	1567
contig_1568	1800	1	N	N	1	both	*	1568
contig_1569	12581	1	N	N	1	both	*	1569
contig_1570	12581	1	N	N	1	both	*	1570
contig_1571	12578	1	N	N	1	both	*	1571
contig_1572	2294	1	N	N	1	both	*	1572
contig_1573	4435	1	N	N	1	both	*	1573
contig_1574	12532	1	N	N	1	both	*	1574
contig_1575	12471	1	N	N	1	both	*	1575
contig_1576	12434	1	N	N	1	both	*	1576
contig_1577	12421	1	N	N	1	both	*	1577
contig_1578	12410	1	N	N	1	both	*	1578
contig_1579	12403	2	N	N	2	both	*	1579
contig_1580	12370	1	N	N	1	both	*	1580
contig_1581	12369	1	N	N	1	both	*	1581
contig_1582	12336	1	N	N	1	both	*	1582
contig_1583	12330	1	N	N	1	both	*	1583
contig_1584	12299	1	N	N	1	both	*	1584
contig_1585	12243	1	N	N	1	both	*	1585
contig_1586	12243	1	N	N	1	both	*	1586
contig_1587	12218	1	N	N	1	both	*	1587
contig_1588	12215	1	N	N	1	both	*	1588
contig_1589	12210	1	N	N	1	both	*	1589
contig_1590	12204	1	N	N	1	both	*	1590
contig_1591	12185	1	N	N	1	both	*	1591
contig_1592	12177	1	N	N	1	both	*	1592
contig_1593	12175	1	N	N	1	both	*	1593
contig_1594	12134	1	N	N	1	both	*	1594
contig_1595	12092	1	N	N	1	both	*	1595
contig_1596	12086	1	N	N	1	both	*	1596
contig_1597	12080	1	N	N	1	both	*	1597
contig_1598	12041	1	N	N	1	both	*	1598
contig_1599	12024	1	N	N	1	both	*	1599
contig_1600	12008	1	N	N	1	both	*	1600
contig_1601	11994	1	N	N	1	both	*	1601
contig_1602	11968	1	N	N	1	both	*	1602
contig_1603	11965	1	N	N	1	both	*	1603
contig_1604	11959	1	N	N	1	both	*	1604
contig_1605	11919	1	N	N	1	both	*	1605
contig_1606	11894	1	N	N	1	both	*	1606
contig_1607	11882	1	N	N	1	both	*	1607
contig_1608	11873	1	N	N	1	both	*	1608
contig_1609	11870	1	N	N	1	both	*	1609
contig_1610	11870	1	N	N	1	both	*	1610
contig_1611	11856	1	N	N	1	both	*	1611
contig_1612	11847	1	N	N	1	both	*	1612
contig_1613	11821	1	N	N	1	both	*	1613
contig_1614	11816	1	N	N	1	both	*	1614
contig_1615	9101	1	N	N	1	both	*	1615
contig_1616	1330	1	N	N	1	both	*	1616
contig_1617	11804	1	N	N	1	both	*	1617
contig_1618	11796	1	N	N	1	both	*	1618
contig_1619	5258	1	N	N	1	both	*	1619
contig_1621	11779	1	N	N	1	both	*	1621
contig_1622	11768	1	N	N	1	both	*	1622
contig_1623	11750	1	N	N	1	both	*	1623
contig_1624	11748	1	N	N	1	both	*	1624
contig_1625	11744	1	N	N	1	both	*	1625
contig_1626	11722	1	N	N	1	both	*	1626
contig_1627	11702	1	N	N	1	both	*	1627
contig_1628	11696	1	N	N	1	both	*	1628
contig_1629	11695	1	N	N	1	both	*	1629
contig_1630	11682	1	N	N	1	both	*	1630
contig_1631	11657	1	N	N	1	both	*	1631
contig_1632	11657	1	N	N	1	both	*	1632
contig_1633	11616	1	N	N	1	both	*	1633
contig_1634	11614	1	N	N	1	both	*	1634
contig_1635	11597	1	N	N	1	both	*	1635
contig_1636	11586	1	N	N	1	both	*	1636
contig_1637	11586	1	N	N	1	both	*	1637
contig_1638	11578	1	N	N	1	both	*	1638
contig_1639	11570	1	N	N	1	both	*	1639
contig_1640	11568	1	N	N	1	both	*	1640
contig_1641	11567	1	N	N	1	both	*	1641
contig_1642	11553	1	N	N	1	both	*	1642
contig_1643	11553	1	N	N	1	both	*	1643
contig_1644	11551	1	N	N	1	both	*	1644
contig_1645	11537	1	N	N	1	both	*	1645
contig_1646	11503	1	N	N	1	both	*	1646
contig_1647	11450	1	N	N	1	both	*	1647
contig_1648	8386	2	N	N	2	both	*	1648
contig_1649	3756	1	N	N	1	both	*	1649
contig_1650	5755	1	N	N	1	both	*	1650
contig_1651	1361	1	N	N	1	both	*	1651
contig_1652	1616	1	N	N	1	both	*	1652
contig_1653	1481	1	N	N	1	both	*	1653
contig_1654	4729	1	N	N	1	both	*	1654
contig_1655	11406	1	N	N	1	both	*	1655
contig_1656	11375	1	N	N	1	both	*	1656
contig_1657	11362	1	N	N	1	both	*	1657
contig_1658	11360	1	N	N	1	both	*	1658
contig_1659	11350	1	N	N	1	both	*	1659
contig_1660	11340	1	N	N	1	both	*	1660
contig_1661	11339	1	N	N	1	both	*	1661
contig_1662	11321	1	N	N	1	both	*	1662
contig_1663	11320	1	N	N	1	both	*	1663
contig_1664	11295	1	N	N	1	both	*	1664
contig_1665	11291	1	N	N	1	both	*	1665
contig_1666	11275	1	N	N	1	both	*	1666
contig_1667	11272	1	N	N	1	both	*	1667
contig_1668	11266	1	N	N	1	both	*	1668
contig_1669	11262	1	N	N	1	both	*	1669
contig_1670	11247	1	N	N	1	both	*	1670
contig_1671	11225	1	N	N	1	both	*	1671
contig_1672	11212	1	N	N	1	both	*	1672
contig_1673	9107	1	N	N	1	both	*	1673
contig_1674	1210	1	N	N	1	both	*	1674
contig_1675	11182	1	N	N	1	both	*	1675
contig_1676	11179	1	N	N	1	both	*	1676
contig_1677	11176	1	N	N	1	both	*	1677
contig_1678	11171	1	N	N	1	both	*	1678
contig_1679	11169	1	N	N	1	both	*	1679
contig_1680	11154	1	N	N	1	both	*	1680
contig_1681	11135	1	N	N	1	both	*	1681
contig_1682	11129	1	N	N	1	both	*	1682
contig_1683	11092	1	N	N	1	both	*	1683
contig_1684	11075	1	N	N	1	both	*	1684
contig_1685	9601	1	N	N	1	both	*	1685
contig_1686	1219	2	N	N	2	both	*	1686
contig_1687	8543	1	N	N	1	both	*	1687
contig_1688	11055	1	N	N	1	both	*	1688
contig_1689	5751	1	N	N	1	both	*	1689
contig_1690	2104	1	N	N	1	both	*	1690
contig_1691	11043	1	N	N	1	both	*	1691
contig_1692	11039	1	N	N	1	both	*	1692
contig_1693	11036	1	N	N	1	both	*	1693
contig_1694	11029	1	N	N	1	both	*	1694
contig_1695	11022	1	N	N	1	both	*	1695
contig_1696	11000	1	N	N	1	both	*	1696
contig_1697	10991	1	N	N	1	both	*	1697
contig_1698	1183	1	N	N	1	both	*	1698
contig_1699	10972	1	N	N	1	both	*	1699
contig_1700	10962	1	N	N	1	both	*	1700
contig_1701	10952	1	N	N	1	both	*	1701
contig_1702	10952	1	N	N	1	both	*	1702
contig_1703	10924	1	N	N	1	both	*	1703
contig_1704	1227	1	N	N	1	both	*	1704
contig_1705	10903	1	N	N	1	both	*	1705
contig_1706	10900	1	N	N	1	both	*	1706
contig_1707	10898	1	N	N	1	both	*	1707
contig_1708	2063	1	N	N	1	both	*	1708
contig_1709	10873	1	N	N	1	both	*	1709
contig_1710	10866	1	N	N	1	both	*	1710
contig_1711	10864	1	N	N	1	both	*	1711
contig_1712	10850	1	N	N	1	both	*	1712
contig_1713	10834	1	N	N	1	both	*	1713
contig_1714	10829	1	N	N	1	both	*	1714
contig_1715	10826	1	N	N	1	both	*	1715
contig_1716	10812	1	N	N	1	both	*	1716
contig_1717	10811	1	N	N	1	both	*	1717
contig_1718	10807	1	N	N	1	both	*	1718
contig_1719	10797	1	N	N	1	both	*	1719
contig_1720	10797	1	N	N	1	both	*	1720
contig_1721	3797	1	N	N	1	both	*	1721
contig_1722	10781	1	N	N	1	both	*	1722
contig_1723	10778	1	N	N	1	both	*	1723
contig_1724	10774	1	N	N	1	both	*	1724
contig_1725	10753	1	N	N	1	both	*	1725
contig_1726	10750	1	N	N	1	both	*	1726
contig_1727	19141	1	N	N	1	both	*	1727
contig_1728	10721	1	N	N	1	both	*	1728
contig_1729	10701	1	N	N	1	both	*	1729
contig_1730	10694	1	N	N	1	both	*	1730
contig_1731	10690	1	N	N	1	both	*	1731
contig_1732	10686	1	N	N	1	both	*	1732
contig_1733	10682	1	N	N	1	both	*	1733
contig_1734	10635	2	N	N	2	both	*	1734
contig_1735	10627	1	N	N	1	both	*	1735
contig_1736	10626	1	N	N	1	both	*	1736
contig_1737	10623	1	N	N	1	both	*	1737
contig_1738	10618	1	N	N	1	both	*	1738
contig_1739	16252	1	N	N	1	both	*	1739
contig_1740	2582	1	N	N	1	both	*	1740
contig_1741	4170	1	N	N	1	both	*	1741
contig_1742	10617	1	N	N	1	both	*	1742
contig_1743	10608	1	N	N	1	both	*	1743
contig_1744	10605	1	N	N	1	both	*	1744
contig_1745	6758	1	N	N	1	both	*	1745
contig_1746	2916	1	N	N	1	both	*	1746
contig_1747	10572	1	N	N	1	both	*	1747
contig_1748	10570	1	N	N	1	both	*	1748
contig_1749	10560	1	N	N	1	both	*	1749
contig_1750	10550	1	N	N	1	both	*	1750
contig_1751	10538	1	N	N	1	both	*	1751
contig_1752	10532	1	N	N	1	both	*	1752
contig_1753	7816	1	N	N	1	both	*	1753
contig_1754	3268	1	N	N	1	both	*	1754
contig_1755	10512	1	N	N	1	both	*	1755
contig_1756	10478	1	N	N	1	both	*	1756
contig_1757	10476	1	N	N	1	both	*	1757
contig_1758	10470	1	N	N	1	both	*	1758
contig_1759	10466	1	N	N	1	both	*	1759
contig_1760	10462	1	N	N	1	both	*	1760
contig_1761	10450	1	N	N	1	both	*	1761
contig_1762	10442	1	N	N	1	both	*	1762
contig_1763	10435	1	N	N	1	both	*	1763
contig_1764	10434	1	N	N	1	both	*	1764
contig_1765	10431	1	N	N	1	both	*	1765
contig_1766	10420	1	N	N	1	both	*	1766
contig_1767	10404	1	N	N	1	both	*	1767
contig_1768	10402	1	N	N	1	both	*	1768
contig_1769	10398	1	N	N	1	both	*	1769
contig_1770	10377	1	N	N	1	both	*	1770
contig_1771	10363	1	N	N	1	both	*	1771
contig_1772	10354	1	N	N	1	both	*	1772
contig_1773	10338	1	N	N	1	both	*	1773
contig_1774	10327	1	N	N	1	both	*	1774
contig_1775	10320	1	N	N	1	both	*	1775
contig_1776	10319	1	N	N	1	both	*	1776
contig_1777	10305	2	N	N	2	both	*	1777
contig_1778	1953	1	N	N	1	both	*	1778
contig_1779	8414	1	N	N	1	both	*	1779
contig_1780	10293	1	N	N	1	both	*	1780
contig_1781	10290	1	N	N	1	both	*	1781
contig_1782	10297	1	N	N	1	both	*	1782
contig_1783	6759	1	N	N	1	both	*	1783
contig_1784	10281	1	N	N	1	both	*	1784
contig_1785	10279	1	N	N	1	both	*	1785
contig_1786	10278	1	N	N	1	both	*	1786
contig_1787	10264	1	N	N	1	both	*	1787
contig_1788	10262	1	N	N	1	both	*	1788
contig_1789	10257	1	N	N	1	both	*	1789
contig_1790	6980	1	N	N	1	both	*	1790
contig_1791	1101	1	N	N	1	both	*	1791
contig_1792	10216	1	N	N	1	both	*	1792
contig_1793	10215	1	N	N	1	both	*	1793
contig_1794	17409	1	N	N	1	both	*	1794
contig_1795	9489	1	N	N	1	both	*	1795
contig_1796	10188	1	N	N	1	both	*	1796
contig_1797	10157	1	N	N	1	both	*	1797
contig_1798	10142	1	N	N	1	both	*	1798
contig_1801	1063	1	N	N	1	both	*	1801
contig_1802	3624	1	N	N	1	both	*	1802
contig_1803	10119	1	N	N	1	both	*	1803
contig_1804	10103	1	N	N	1	both	*	1804
contig_1805	10074	1	N	N	1	both	*	1805
contig_1806	10060	1	N	N	1	both	*	1806
contig_1807	10056	1	N	N	1	both	*	1807
contig_1808	10053	1	N	N	1	both	*	1808
contig_1809	10047	1	N	N	1	both	*	1809
contig_1810	10039	1	N	N	1	both	*	1810
contig_1811	9992	1	N	N	1	both	*	1811
contig_1812	9991	1	N	N	1	both	*	1812
contig_1813	9985	1	N	N	1	both	*	1813
contig_1814	9983	1	N	N	1	both	*	1814
contig_1815	9981	1	N	N	1	both	*	1815
contig_1816	9958	1	N	N	1	both	*	1816
contig_1817	9953	1	N	N	1	both	*	1817
contig_1818	9937	1	N	N	1	both	*	1818
contig_1819	9927	1	N	N	1	both	*	1819
contig_1820	9917	2	N	N	2	both	*	1820
contig_1821	9900	1	N	N	1	both	*	1821
contig_1822	9897	1	N	N	1	both	*	1822
contig_1823	9880	1	N	N	1	both	*	1823
contig_1824	9875	1	N	N	1	both	*	1824
contig_1825	9871	1	N	N	1	both	*	1825
contig_1826	9863	1	N	N	1	both	*	1826
contig_1827	9861	1	N	N	1	both	*	1827
contig_1828	9836	1	N	N	1	both	*	1828
contig_1829	5262	1	N	N	1	both	*	1829
contig_1830	2387	1	N	N	1	both	*	1830
contig_1831	9830	1	N	N	1	both	*	1831
contig_1832	9826	1	N	N	1	both	*	1832
contig_1833	9823	1	N	N	1	both	*	1833
contig_1834	9819	1	N	N	1	both	*	1834
contig_1835	9808	1	N	N	1	both	*	1835
contig_1836	9808	1	N	N	1	both	*	1836
contig_1837	8535	1	N	N	1	both	*	1837
contig_1838	1749	2	N	N	2	both	*	1838
contig_1839	9800	1	N	N	1	both	*	1839
contig_1840	9797	1	N	N	1	both	*	1840
contig_1841	9791	1	N	N	1	both	*	1841
contig_1842	9782	1	N	N	1	both	*	1842
contig_1843	9763	1	N	N	1	both	*	1843
contig_1844	9762	1	N	N	1	both	*	1844
contig_1845	9747	1	N	N	1	both	*	1845
contig_1846	9730	1	N	N	1	both	*	1846
contig_1847	9729	1	N	N	1	both	*	1847
contig_1848	9728	1	N	N	1	both	*	1848
contig_1849	9722	1	N	N	1	both	*	1849
contig_1850	9721	1	N	N	1	both	*	1850
contig_1851	9715	1	N	N	1	both	*	1851
contig_1852	11422	1	N	N	1	both	*	1852
contig_1853	2783	1	N	N	1	both	*	1853
contig_1854	2354	1	N	N	1	both	*	1854
contig_1855	3355	1	N	N	1	both	*	1855
contig_1856	9712	1	N	N	1	both	*	1856
contig_1857	9708	1	N	N	1	both	*	1857
contig_1858	9691	1	N	N	1	both	*	1858
contig_1859	9687	1	N	N	1	both	*	1859
contig_1860	7149	1	N	N	1	both	*	1860
contig_1861	9666	1	N	N	1	both	*	1861
contig_1862	9652	1	N	N	1	both	*	1862
contig_1863	9616	1	N	N	1	both	*	1863
contig_1864	9610	1	N	N	1	both	*	1864
contig_1865	9609	1	N	N	1	both	*	1865
contig_1866	9578	1	N	N	1	both	*	1866
contig_1867	9568	1	N	N	1	both	*	1867
contig_1868	9561	1	N	N	1	both	*	1868
contig_1869	9554	1	N	N	1	both	*	1869
contig_1870	9536	1	N	N	1	both	*	1870
contig_1871	9521	1	N	N	1	both	*	1871
contig_1872	9507	1	N	N	1	both	*	1872
contig_1873	9501	1	N	N	1	both	*	1873
contig_1874	9481	1	N	N	1	both	*	1874
contig_1875	9467	1	N	N	1	both	*	1875
contig_1876	9455	1	N	N	1	both	*	1876
